"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"225","Covered Recipient Teaching Hospital",500005,2214,"Virginia Mason Medical Center","925 Seneca St.","","Seattle","WA","98101","MED-EL Corporation",100000010999,"MED-EL Corporation","NC","United States",2500,"04/22/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",213373818,"Covered","","","","","","","","","","","MED-EL Maestro Cochlear Implant System","","","","","925 Seneca St., Seattle, WA 98101",-122.327633,47.6100079
"226","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",125,"11/24/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188441294,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"227","Covered Recipient Teaching Hospital",500024,2216,"PROVIDENCE ST. PETER HOSPITAL","413 Lilly Rd NE","","Olympia","WA","98506","CareFusion Corporation",100000005545,"CareFusion Corporation","CA","United States",78.39,"09/25/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",221070700,"Covered","","","","","","","","","","","Medical Systems","","","","","413 Lilly Rd NE, Olympia, WA 98506",-122.8465012,47.0530145
"228","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",62.75,"10/29/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119194918,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"229","Covered Recipient Teaching Hospital",500044,1467,"DEACONESS MEDICAL CENTER","800 WEST FIFTH AVENUE","","SPOKANE","WA","99210","HILL-ROM HOLDINGS, INC",100000005389,"Hill-Rom Company, Inc","IN","United States",283.99,"09/18/2014",1,"In-kind items and services","Travel and Lodging","Irvine","CA","United States","","No Third Party Payment","","No","","","No",192921674,"Covered","","","","","","","","","","","HospitalBedFramesSupportSurfaces","","","","","800 WEST FIFTH AVENUE, SPOKANE, WA 99210",-117.4232933,47.6520086
"230","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","500 17th Ave","","Seattle","WA","98122","Boehringer Ingelheim Pharmaceuticals, Inc.",100000000234,"Boehringer Ingelheim Pharmaceuticals, Inc.","CT","United States",500,"02/26/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",196675790,"Covered","PRADAXA","","","","","0005970135","","","","","","","","","","500 17th Ave, Seattle, WA 98122",-122.3101639,47.6072783
"231","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","HeartWare, Inc.",100000011163,"HeartWare, Inc.","MA","United States",37800,"03/06/2014",2,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",220635196,"Covered","","","","","","","","","","","HeartWare Ventricular Assist System","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"232","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",123.69,"02/12/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188439376,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"233","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Allergan Inc.",100000000278,"Allergan Inc.","CA","United States",400,"02/27/2014",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",195636046,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"234","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Actelion Pharmaceuticals US, Inc.",100000010813,"Actelion Pharmaceuticals US, Inc.","CA","United States",1500,"04/25/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",195021316,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"235","Covered Recipient Teaching Hospital",500064,2221,"HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","SEATTLE","WA","98104","HILL-ROM HOLDINGS, INC",100000005389,"Hill-Rom Company, Inc","IN","United States",400,"01/16/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",192921850,"Covered","","","","","","","","","","","HospitalBedFramesSupportSurfaces","PerinatalMonitoringSystem","","","","325 9TH AVENUE, SEATTLE, WA 98104",-122.3241757,47.6038212
"236","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Olympus Corporation of the Americas",100000000173,"Olympus Corporation of the Americas","PA","United States",34119.01,"08/22/2014",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","","","","No",221503668,"Covered","","","","","","","","","","","ENT Products","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"237","Covered Recipient Teaching Hospital",503300,2213,"SEATTLE CHILDRENS HOSPITAL","4800 SANDPOINT WAY","","SEATTLE","WA","98105","ZOLL Medical Corporation",100000010839,"ZOLL Medical Corporation","MA","United States",900,"03/11/2014",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","","","","No",162747976,"Covered","","","","","","","","","","","DEFIBRILLATOR","","","","","4800 SANDPOINT WAY, SEATTLE, WA 98105",-122.283265,47.6626378
"238","Covered Recipient Teaching Hospital",500129,2220,"TACOMA GENERAL ALLENORE HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Actelion Pharmaceuticals US, Inc.",100000010813,"Actelion Pharmaceuticals US, Inc.","CA","United States",500,"04/08/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",195021294,"None","","","","","","","","","","","","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"239","Covered Recipient Teaching Hospital",503300,2213,"SEATTLE CHILDRENS HOSPITAL","4800 Sand Point Way NE","S-100","Seattle","WA","98105","Cochlear Ltd",100000005734,"Cochlear Americas","CO","United States",1100,"10/24/2014",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","","","Surgical tools for patient use","No",187131750,"Covered","","","","","","","","","","","Nucleus","Baha","","","","4800 Sand Point Way NE, Seattle, WA 98105",-122.283265,47.6626378
"240","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific Street","","Seattle","WA","98195","AbbVie, Inc.",100000000204,"AbbVie, Inc.","IL","United States",1500,"05/29/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",189346418,"Covered","Humira","","","","","0074-4339-02","","","","","","","","","","1959 NE Pacific Street, Seattle, WA 98195",-122.3091341,47.6506935
"241","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Genentech, Inc.",100000005656,"F. Hoffmann-La Roche AG","","Switzerland",75000,"11/14/2014",1,"Cash or cash equivalent","Royalty or License","","","","","Entity","UNIVERSITY OF WASHINGTON MED CTR","","Yes","","No",208394966,"None","No Product Discussed","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"242","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","B. Braun Medical Inc.",100000000316,"B. Braun Medical Inc.","PA","United States",90,"07/21/2014",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",165814818,"None","","","","","","","","","","","","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"243","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",206.85,"04/23/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188432510,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"244","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Celgene Corporation",100000000343,"Celgene Corporation","NJ","United States",400,"10/09/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",189878230,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"245","Covered Recipient Teaching Hospital",500064,2221,"HARBORVIEW MEDICAL CENTER","325 9th Ave","","Seattle","WA","98104","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",735.2,"05/02/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",218017934,"Covered","","","","","","","","","","","NEUROSURGERY","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"246","Covered Recipient Teaching Hospital",500008,2228,"University Of Washington Med Ctr","1959 NE PACIFIC ST","","SEATTLE","WA","98195","St. Jude Medical, Inc.",100000000310,"St. Jude Medical, Inc.","MN","United States",5430.78,"05/01/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",131536440,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"247","Covered Recipient Teaching Hospital",500044,1467,"DEACONESS MEDICAL CENTER","800 W 5th Ave","","Spokane","WA","99204","ACell, Inc.",100000046254,"ACell, Inc.","MD","United States",86,"07/16/2014",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",220164656,"None","","","","","","","","","","","","","","","","800 W 5th Ave, Spokane, WA 99204",-117.4232933,47.6520086
"248","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Cook Incorporated",100000010458,"Cook Incorporated","IN","United States",2983.2,"04/07/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","This organization was chosen for its expertise and experience to provide consultation to internal Cook employees regarding topics that might include government policy, healthcare economics, translational research, reimbursement requirements, regulatory policy, or legislative initiatives. We follow safe harbor rules and pay consultants a fair market value for services provided.","No",211329922,"Covered","","","","","","","","","","","SUR - SIS","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"249","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",814.8,"07/29/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119193876,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"250","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",43.3,"10/14/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",119190396,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"251","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",307.03,"04/30/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188440052,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"252","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","UW TOWERS BOX 359440","","SEATTLE","WA","98195","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",400,"05/22/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",188463010,"Covered","LANTUS","APIDRA","","","","0088-2220-33","0088-2500-33","","","","","","","","","UW TOWERS BOX 359440, SEATTLE, WA 98195",-122.3084023,47.6508882
"253","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",1308,"08/12/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",119189408,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"254","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Mallinckrodt LLC",100000005571,"Cadence Pharmaceuticals, Inc.","CA","United States",500,"03/03/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",210990736,"Covered","OFIRMEV","","","","","4382510201","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"255","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",158,"12/23/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",119187924,"Covered","","","","","","","","","","","Millex-GP 33mm PES .22um Sterile 50 per pk","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"256","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","SWEDISH HEALTH SVCS SRC","PO BOX 94085","SEATTLE","WA","98124","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",500,"05/20/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","659197-1727794-996694-9191143-996694-9191143-Gilead SciencesCombined Campus Cardiovascular Conference Series","No",160081774,"None","","","","","","","","","","","","","","","","SWEDISH HEALTH SVCS SRC, SEATTLE, WA 98124",-122.33,47.61
"257","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",14.95,"04/29/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119193868,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"258","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Incyte Corporation",100000000263,"Incyte Corporation","DE","United States",1500,"11/07/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",164175362,"Covered","JAKAFI","","","","","50881-005-60","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"259","Covered Recipient Teaching Hospital",503300,2213,"Seattle Childrens Hospital","4800 SAND POINT WAY NE","","SEATTLE","WA","98105","St. Jude Medical, Inc.",100000000310,"St. Jude Medical, Inc.","MN","United States",26,"04/26/2014",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","No","","","No",131536238,"None","","","","","","","","","","","","","","","","4800 SAND POINT WAY NE, SEATTLE, WA 98105",-122.283265,47.6626378
"260","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",751.45,"02/19/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119193840,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"261","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",468.56,"12/16/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","Loaner product exceeded 90 days.","No",179622720,"Covered","","","","","","","","","","","SURGICAL","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"262","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Cook Incorporated",100000010458,"Cook Incorporated","IN","United States",4718.43,"09/11/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","This physician was chosen for his-her expertise and experience to provide consultation to internal Cook employees regarding topics that might include government policy, healthcare economics, translational research, reimbursement requirements, regulatory policy, or legislative initiatives. We follow safe harbor rules and pay consultants a fair market value for services provided.","No",211330002,"Covered","","","","","","","","","","","SUR - SIS","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"263","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",1000,"07/29/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",218014638,"Covered","","","","","","","","","","","ENT","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"264","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Seattle Genetics, Inc.",100000000279,"Seattle Genetics, Inc.","WA","United States",500,"05/21/2014",1,"Cash or cash equivalent","Charitable Contribution","","","","","No Third Party Payment","","","","","No",214471878,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"265","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","PO Box 359440","","Seattle","WA","98109","Boehringer Ingelheim Pharmaceuticals, Inc.",100000000234,"Boehringer Ingelheim Pharmaceuticals, Inc.","CT","United States",1300,"08/19/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",196048368,"Covered","PRADAXA","SPIRIVA","","","","0005970135","0005970075","","","","","","","","","PO Box 359440, Seattle, WA 98109",-122.3456919,47.6288591
"266","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Allergan Inc.",100000000278,"Allergan Inc.","CA","United States",300,"04/24/2014",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",195635996,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"267","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","BOSTON SCIENTIFIC CORPORATION",100000005674,"BOSTON SCIENTIFIC CORPORATION","MA","United States",800,"10/08/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",177765430,"Covered","","","","","","","","","","","PAIN MANAGEMENT","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"268","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",600,"01/16/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",187730730,"Covered","ELIQUIS","","","","","0003089431","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"269","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",1332,"02/12/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188433050,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"270","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Medtronic Xomed, Inc.",100000010388,"Medtronic Xomed, Inc.","MN","United States",1500,"06/06/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",152154632,"Covered","","","","","","","","","","","Head and Neck Surgery","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"271","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Incyte Corporation",100000000263,"Incyte Corporation","DE","United States",3859,"02/21/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",164175370,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"272","Covered Recipient Teaching Hospital",500050,2229,"SOUTHWEST WASHINGTON MEDICAL CENTER","1115 SE 164th Ave.","","Vancouver","WA","98683","GE Healthcare",100000005511,"GE Healthcare","WI","United States",1057.92,"06/11/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","This reportable transfer is a customer evaluation or demonstration product that exceeded 90 days. GE Healthcare does not consider this to be a gift to the covered recipient and is only following CMS guidance that for the purposes of the Sunshine Act a gift is a general category and the only nature of payment classification available for this type of transfer.","No",160376442,"Covered","","","","","","","","","","","Anesthesia and Respiratory Care","","","","","1115 SE 164th Ave., Vancouver, WA 98683",-122.5010968,45.6133675
"273","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",3.7,"02/20/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",188432211,"Covered","","","","","","","","","","","Antibody","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"274","Covered Recipient Teaching Hospital",500025,2211,"SWEDISH MEDICAL CENTER CHERRY HILL","500 17th Ave","","Seattle","WA","98124","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",17500,"05/02/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","","No",209081188,"Covered","","","","","","","","","","","Investigational Devices","","","","","500 17th Ave, Seattle, WA 98124",-122.3101639,47.6072783
"275","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",48.23,"05/08/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",188434964,"Covered","","","","","","","","","","","Antibody","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"276","Covered Recipient Teaching Hospital",503300,2213,"Seattle Childrens Hospital","4800 Sand Point Way NE","S-100","Seattle","WA","98105","BioFire Diagnostics, LLC",100000011147,"BioFire Diagnostics, LLC","UT","United States",7740,"10/01/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","FilmArray Respiratory Pathogen Panel Kit","No",218066476,"Covered","","","","","","","","","","","FilmArray System","","","","","4800 Sand Point Way NE, Seattle, WA 98105",-122.283265,47.6626378
"277","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",400,"06/09/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",137929468,"Covered","TRADJENTA","","","","","0597014030","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
