"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"230","Covered Recipient Teaching Hospital",500001,3420,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",96,"12/09/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312311494,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"231","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","School of Dentistry","Seattle","WA","98195","Henry Schein, Inc.",100000005547,"Henry Schein, Inc.","NY","United States",1416.67,"06/30/2015",1,"In-kind items and services","Charitable Contribution","","","","","No Third Party Payment","","","","","No",333261296,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"232","Covered Recipient Teaching Hospital",500001,3420,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",2475,"01/05/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312302402,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"233","Covered Recipient Teaching Hospital",500001,3420,"UW MEDICINE/NORTHWEST HOSPITAL","1550 NORTH 115TH STREET","","SEATTLE","WA","98133","Merck Sharp & Dohme Corporation",100000000053,"Merck Sharp & Dohme Corporation","NJ","United States",221.43,"02/19/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","Services provided in conjunction with antibiotic susceptibility testing.","No",330836437,"Covered","ZERBAXA","","","","","67919-903-01","","","","","","","","","","1550 NORTH 115TH STREET, SEATTLE, WA 98133",-122.3372047,47.7146036
"234","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Biogen, Inc.",100000000193,"Biogen, Inc.","MA","United States",4263.33,"08/06/2015",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","No","","","No",330105483,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"235","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",33.26,"05/04/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",240414510,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"236","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Penumbra, Inc.",100000010583,"Penumbra, Inc.","CA","United States",3000,"03/16/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",335449998,"None","","","","","","","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"237","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",1244.79,"08/15/2015",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","No","","Indirect value transfer (educational grant to OMeGA Medical Grants Association used to fund fellowships selected by OMeGA Medical Grants Association)","No",267211310,"Covered","","","","","","","","","","","Orthopaedics","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"238","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","School of Dentistry","Seattle","WA","98195","Henry Schein, Inc.",100000005547,"Henry Schein, Inc.","NY","United States",1416.67,"03/31/2015",1,"In-kind items and services","Charitable Contribution","","","","","No Third Party Payment","","","","","No",333261290,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"239","Covered Recipient Teaching Hospital",500027,3414,"Swedish Medical Center","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",2000,"04/21/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",255921060,"Covered","BRILINTA","","","","","00018-607-76","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"240","Covered Recipient Teaching Hospital",503300,3415,"SEATTLE CHILDRENS HOSPITAL","4800 SANDPOINT WAY NE","5371","SEATTLE","WA","98105","ADVANCED RESPIRATORY, INC",100000005391,"Advanced Respiratory, Inc","MN","United States",500,"01/15/2015",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",276634206,"Covered","","","","","","","","","","","Airway Clearance Device","","","","","4800 SANDPOINT WAY NE, SEATTLE, WA 98105",-122.283265,47.6626378
"241","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Novartis Pharmaceuticals Corporation",100000000228,"NOVARTIS PHARMACEUTICALS CORPORATION","NJ","United States",4000,"09/22/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",263565154,"None","NON BRAND","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"242","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",37.08,"02/17/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",240410606,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"243","Covered Recipient Teaching Hospital",500001,3420,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",300,"01/05/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312302415,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"244","Covered Recipient Teaching Hospital",500027,3414,"SWEDISHMEDICALCENTER","747BROADWAY","","SEATTLE","WA","98122","NeuroPace, Inc.",100000010697,"NeuroPace, Inc.","CA","United States",400,"10/27/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",326468622,"Covered","","","","","","","","","","","RNSSystem","","","","","747BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"245","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",50.9,"11/17/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",240414818,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"246","Covered Recipient Teaching Hospital",500005,3416,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Teleflex Medical Incorporated",100000011040,"Teleflex Medical Incorporated","NC","United States",556.83,"02/20/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","Loaner Product Exceeded 90 Days","No",298479816,"Covered","","","","","","","","","","","Surgical","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"247","Covered Recipient Teaching Hospital",500024,3418,"PROVIDENCE ST. PETER HOSPITAL","413 Lilly Rd NE","","Olympia","WA","98506","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",27.2,"02/13/2015",1,"In-kind items and services","Gift","","","","","Individual","","No","No","","No",324242810,"Covered","","","","","","","","","","","LAPAROSCOPY","","","","","413 Lilly Rd NE, Olympia, WA 98506",-122.8465012,47.0530145
"248","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Ipsen Biopharmaceuticals, Inc",100000000123,"Ipsen Biopharmaceuticals, Inc","NJ","United States",1750,"10/01/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",341488709,"Covered","Somatuline Depot 120mg-.5ml","","","","","15054-0060-1","","","","","","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"249","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",2000,"10/06/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",240411962,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"250","Covered Recipient Teaching Hospital",503300,3415,"SEATTLE CHILDRENS HOSPITAL","2525 220th Street","","Bothell","WA","98021","Covidien Sales LLC",100000000098,"Covidien Sales LLC","MA","United States",152.77,"01/01/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","Device loan greater than 90 days","No",286163398,"Covered","","","","","","","","","","","Ventilator","","","","","2525 220th Street, Bothell, WA 98021",-122.1992208,47.8000499
"251","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","School of Dentistry","Seattle","WA","98195","Henry Schein, Inc.",100000005547,"Henry Schein, Inc.","NY","United States",1416.67,"10/31/2015",1,"In-kind items and services","Charitable Contribution","","","","","No Third Party Payment","","","","","No",333261304,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"252","Covered Recipient Teaching Hospital",500079,3422,"GOOD SAMARITAN HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Abbott Laboratories",100000010680,"Abbott Laboratories","IL","United States",538,"08/31/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","ADD ADD NoCharge Z87 0103674469 ADD NoCharge Z87 0103674469 01","No",330165919,"Covered","","","","","","","","","","","Diagnostics","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"253","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Thoratec Corporation",100000000296,"Thoratec Corporation","CA","United States",1000,"09/17/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",263749902,"Covered","","","","","","","","","","","HeartMate II","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"254","Covered Recipient Teaching Hospital",500053,3419,"KENNEWICK GENERAL HOSPITAL","900 S Auburn St","","Kennewick","WA","99336","Tandem Diabetes Care, Inc.",100000010651,"Tandem Diabetes Care, Inc.","CA","United States",300,"11/12/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",338695646,"Covered","","","","","","","","","","","t-slim insulin pump","","","","","900 S Auburn St, Kennewick, WA 99336",-119.119327,46.199093
"255","Covered Recipient Teaching Hospital",500129,3423,"TACOMA GENERAL ALLENMORE HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","C. R. Bard, Inc. & Subsidiaries",100000000057,"C. R. Bard, Inc. & Subsidiaries","NJ","United States",656.7,"12/31/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","This transfer of value represents a device loaned to the entity for evaluation.  Since the evaluation period exceeded 90 days, the period beyond 90 days is reportable pursuant to the federal Sunshine law.","No",317636696,"Covered","","","","","","","","","","","Urology","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"256","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Novo Nordisk Inc",100000000144,"Novo Nordisk Inc","NJ","United States",1500,"09/10/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",300868632,"Covered","Levemir","NovoLog","Victoza","","","0169-6439-90","0169-6339-90","0169-4060-90","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"257","Covered Recipient Teaching Hospital",500079,3422,"GOOD SAMARITAN HOSPITAL","407 14th Ave SE","","Puyallup","WA","98372","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",500,"07/27/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",331472415,"Covered","ELIQUIS","","","","","0003-0894-31","","","","","","","","","","407 14th Ave SE, Puyallup, WA 98372",-122.289631,47.1788395
"258","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Takeda Pharmaceuticals U.S.A., Inc.",100000000338,"Takeda Development Center Americas, Inc.","IL","United States",45000,"04/02/2015",1,"Cash or cash equivalent","Consulting Fee","","","","","Entity","University of Washington School of Pharmacy","No","Yes","","No",337545026,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"259","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Novo Nordisk Inc",100000000144,"Novo Nordisk Inc","NJ","United States",1500,"07/24/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",300868536,"None","","","","","","","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"260","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",365.6,"11/17/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",240414796,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"261","Covered Recipient Teaching Hospital",500053,3419,"KENNEWICK GENERAL HOSPITAL","900 S Auburn St","","Kennewick","WA","99336","Tandem Diabetes Care, Inc.",100000010651,"Tandem Diabetes Care, Inc.","CA","United States",300,"08/25/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",338695642,"Covered","","","","","","","","","","","t-slim insulin pump","","","","","900 S Auburn St, Kennewick, WA 99336",-119.119327,46.199093
"262","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","SCHOOL OF MEDICINE CME","BOX 359441","Seattle","WA","98195","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",600,"01/27/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","EXHIBITS;1319782-12007152;1319782-12007152;916001537;","No",306051976,"Non-covered","","","","","","","","","","","","","","","","SCHOOL OF MEDICINE CME, Seattle, WA 98195",-122.3084023,47.6508882
"263","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Mallinckrodt LLC",100000005429,"Mallinckrodt LLC","MO","United States",1500,"06/16/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",334546190,"Covered","OFIRMEV","","","","","43825-102-01","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"264","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Mallinckrodt LLC",100000005429,"Mallinckrodt LLC","MO","United States",37574.5,"05/19/2015",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","","No",334546328,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"265","Covered Recipient Teaching Hospital",500079,3422,"GOOD SAMARITAN HOSPITAL","407 14th AVE SE","","Puyallup","WA","98372","Tandem Diabetes Care, Inc.",100000010651,"Tandem Diabetes Care, Inc.","CA","United States",300,"07/09/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",338694856,"Covered","","","","","","","","","","","t-slim insulin pump","","","","","407 14th AVE SE, Puyallup, WA 98372",-122.289631,47.1788395
"266","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",250,"08/04/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",297933774,"Covered","NEUPOGEN","","","","","55513-530-10","","","","","","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"267","Covered Recipient Teaching Hospital",500088,3430,"VALLEY MEDICAL CENTER","400 S 43RD ST","","RENTON","WA","98055","Eli Lilly and Company",100000000066,"Lilly USA, LLC","IN","United States",375,"01/29/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",268229190,"Covered","ALIMTA","CYRAMZA","","","","0002-7623-01","0002-7669-01","","","","","","","","","400 S 43RD ST, RENTON, WA 98055",-122.2143069,47.4424335
"268","Covered Recipient Teaching Hospital",500064,3424,"HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","SEATTLE","WA","98104","ZOLL Circulation Inc",100000010423,"ZOLL Circulation Inc","CA","United States",3050,"03/13/2015",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","No","","","No",309862116,"Covered","","","","","","","","","","","Temperature Management System","Catheter","Temperature Management System Start-Up Kit","","","325 9TH AVENUE, SEATTLE, WA 98104",-122.3241757,47.6038212
"269","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",3531.27,"09/11/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",331463063,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"270","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","SCHOOL OF MEDICINE CME","BOX 359441","Seattle","WA","98195","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",850,"02/24/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","EXHIBITS;1353633-12279357;1353633-12279357;916001537;","No",306051970,"Non-covered","","","","","","","","","","","","","","","","SCHOOL OF MEDICINE CME, Seattle, WA 98195",-122.3084023,47.6508882
"271","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","4311 11TH AVE NE","STE 500","SEATTLE","WA","98105","Novo Nordisk Inc",100000000163,"Novo Nordisk AS","","Denmark",1500,"09/12/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","No","","","No",300868759,"Non-covered","","","","","","","","","","","","","","","","4311 11TH AVE NE, SEATTLE, WA 98105",-122.3169304,47.6604405
"272","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","Olympus Corporation of the Americas",100000000173,"Olympus Corporation of the Americas","PA","United States",3000,"02/12/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",337597968,"Covered","","","","","","","","","","","ENT Products","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"273","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Allergan Inc.",100000000278,"Allergan Inc.","CA","United States",1500,"09/14/2015",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",339320514,"None","","","","","","","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"274","Covered Recipient Teaching Hospital",500025,3413,"SWEDISH MEDICAL CENTER CHERRY HILL","500 17th Ave","","Seattle","WA","98124","The Medicines Company",100000010428,"The Medicines Company","NJ","United States",2000,"09/14/2015",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","","","","No",337750378,"Covered","KENGREAL","","","","","65293-003-10","","","","","","","","","","500 17th Ave, Seattle, WA 98124",-122.3101639,47.6072783
"275","Covered Recipient Teaching Hospital",500129,3423,"TACOMA GENERAL ALLENMORE HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Mallinckrodt LLC",100000005429,"Mallinckrodt LLC","MO","United States",500,"05/05/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",334546208,"Covered","OFIRMEV","","","","","43825-102-01","","","","","","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"276","Covered Recipient Teaching Hospital",500088,3430,"VALLEY MEDICAL CENTER","400 SOUTH 43RD STREET","50010","RENTON","WA","98058","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",125,"05/01/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",297933244,"Covered","NEUPOGEN","","","","","55513-530-10","","","","","","","","","","400 SOUTH 43RD STREET, RENTON, WA 98058",-122.2143069,47.4424335
"277","Covered Recipient Teaching Hospital",500088,3430,"Valley Medical Center","400 S 43rd St","","Renton","WA","98055","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",375,"08/10/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",256373818,"Covered","IRESSA","","","","","00031-004-82","","","","","","","","","","400 S 43rd St, Renton, WA 98055",-122.2143069,47.4424335
"278","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St.","","Seattle","WA","98195","Richard-Allan Scientific Company",100000010782,"Richard-Allan Scientific Company","MI","United States",151.8,"10/19/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",248234328,"Covered","","","","","","","","","","","SDG-APD-Thermo Scientific Anatomical Pathology: Richard-Allan","","","","","1959 NE Pacific St., Seattle, WA 98195",-122.3091341,47.6506935
"279","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","325 9TH AVE   359750","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",979.65,"05/20/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312307433,"Covered","","","","","","","","","","","Controls","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"280","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific Street","","Seattle","WA","98195","Abbott Laboratories",100000010680,"Abbott Laboratories","IL","United States",12000,"06/19/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","AV AV 10201280 20150720 0025 AV 10201280 20150720 0025 0001","No",330166213,"Covered","","","","","","","","","","","Vascular","","","","","1959 NE Pacific Street, Seattle, WA 98195",-122.3091341,47.6506935
"281","Covered Recipient Teaching Hospital",500044,2651,"DEACONESS MEDICAL CENTER","800 W 5TH AVE","","SPOKANE","WA","99204","Grifols Shared Services North America, Inc.",100000005420,"Grifols USA, LLC","CA","United States",500,"10/14/2015",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",330009879,"Covered","Gamunex-C","","","","","13533-800-24","","","","","","","","","","800 W 5TH AVE, SPOKANE, WA 99204",-117.4232933,47.6520086
"282","Covered Recipient Teaching Hospital",500088,3430,"VALLEY MEDICAL CENTER","400 SOUTH 43RD STREET","50010","RENTON","WA","98058","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",125,"08/12/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",297933242,"Covered","Neulasta","","","","","55513-190-01","","","","","","","","","","400 SOUTH 43RD STREET, RENTON, WA 98058",-122.2143069,47.4424335
